customer_id;checking_account;duration_moonths;credit_history;purpose;credit_amount;savings;present_employment_since;installment_rate;personal_status_sex;other_deptors;present_residence;property;age_yearsyears;other_installment_plans;housing;existing_credits;job;people_liable_maintenance;telephone;foreign_worker;response
864;No checking account;27;critical account/other credits existing (not at this bank);furniture/equipment;4526;.. >= 511 euro;... < 1 year;4;male   : single;none;2;real estate;32;stores;own;2;unskilled - resident;2;yes, registered under the customers name;yes;0
865;No checking account;10;existing credits paid back duly till now;furniture/equipment;2210;... <  51 euro;1  <= ... < 4 years;2;male   : single;none;2;real estate;25;bank;rent;1;unskilled - resident;1;none;yes;1
866;No checking account;15;existing credits paid back duly till now;furniture/equipment;2221;255 euro <= ... < 511 euro;1  <= ... < 4 years;2;female : divorced/separated/married;none;4;(if not optin 1 or 2) car or other, not in attribute;20;none;rent;1;skilled employee / official;1;none;yes;0
867;... <  0 euro;18;existing credits paid back duly till now;radio/television;2389;... <  51 euro;... < 1 year;4;female : divorced/separated/married;none;1;(if not optin 1 or 2) car or other, not in attribute;27;stores;own;1;skilled employee / official;1;none;yes;0
868;No checking account;12;critical account/other credits existing (not at this bank);furniture/equipment;3331;... <  51 euro;.. >= 7 years;2;male   : single;none;4;(if not real estate) building society savings agreement/ life insurance;42;stores;own;1;skilled employee / official;1;none;yes;0
869;No checking account;36;existing credits paid back duly till now;business;7409;unknown/ no savings account;.. >= 7 years;3;male   : single;none;2;(if not real estate) building society savings agreement/ life insurance;37;none;own;2;skilled employee / official;1;none;yes;0
870;... <  0 euro;12;existing credits paid back duly till now;furniture/equipment;652;... <  51 euro;.. >= 7 years;4;female : divorced/separated/married;none;4;(if not real estate) building society savings agreement/ life insurance;24;none;rent;1;skilled employee / official;1;none;yes;0
871;No checking account;36;delay in paying off in the past;furniture/equipment;7678;255 euro <= ... < 511 euro;4  <= ... < 7 years;2;female : divorced/separated/married;none;4;(if not optin 1 or 2) car or other, not in attribute;40;none;own;2;skilled employee / official;1;yes, registered under the customers name;yes;0
872;>= 102 euro;6;critical account/other credits existing (not at this bank);car (new);1343;... <  51 euro;.. >= 7 years;1;male   : single;none;4;real estate;46;none;own;2;skilled employee / official;2;none;no;0
873;... <  0 euro;24;critical account/other credits existing (not at this bank);business;1382;51 <= ... <  255 euro;4  <= ... < 7 years;4;male   : single;none;1;real estate;26;none;own;2;skilled employee / official;1;yes, registered under the customers name;yes;0
874;No checking account;15;existing credits paid back duly till now;domestic appliances;874;unknown/ no savings account;... < 1 year;4;female : divorced/separated/married;none;1;real estate;24;none;own;1;skilled employee / official;1;none;yes;0
875;... <  0 euro;12;existing credits paid back duly till now;furniture/equipment;3590;... <  51 euro;1  <= ... < 4 years;2;male   : single;co-applicant;2;(if not real estate) building society savings agreement/ life insurance;29;none;own;1;unskilled - resident;2;none;yes;0
876;0 <= ... <  102 euro;11;critical account/other credits existing (not at this bank);car (new);1322;.. >= 511 euro;1  <= ... < 4 years;4;female : divorced/separated/married;none;4;(if not optin 1 or 2) car or other, not in attribute;40;none;own;2;skilled employee / official;1;none;yes;0
877;... <  0 euro;18;all credits at this bank paid back duly;radio/television;1940;... <  51 euro;... < 1 year;3;male   : single;co-applicant;4;unknown / no property;36;bank;for free;1;management/ self-employed/highly qualified employee/ officer;1;yes, registered under the customers name;yes;0
878;No checking account;36;existing credits paid back duly till now;radio/television;3595;... <  51 euro;.. >= 7 years;4;male   : single;none;2;(if not optin 1 or 2) car or other, not in attribute;28;none;own;1;skilled employee / official;1;none;yes;0
879;... <  0 euro;9;existing credits paid back duly till now;car (new);1422;... <  51 euro;... < 1 year;3;male   : single;none;2;unknown / no property;27;none;for free;1;management/ self-employed/highly qualified employee/ officer;1;yes, registered under the customers name;yes;1
880;No checking account;30;critical account/other credits existing (not at this bank);radio/television;6742;unknown/ no savings account;4  <= ... < 7 years;2;male   : single;none;3;(if not real estate) building society savings agreement/ life insurance;36;none;own;2;skilled employee / official;1;none;yes;0
881;No checking account;24;existing credits paid back duly till now;car (used);7814;... <  51 euro;4  <= ... < 7 years;3;male   : single;none;3;(if not optin 1 or 2) car or other, not in attribute;38;none;own;1;management/ self-employed/highly qualified employee/ officer;1;yes, registered under the customers name;yes;0
882;No checking account;24;existing credits paid back duly till now;car (used);9277;unknown/ no savings account;1  <= ... < 4 years;2;male   : divorced/separated;none;4;unknown / no property;48;none;for free;1;skilled employee / official;1;yes, registered under the customers name;yes;0
883;0 <= ... <  102 euro;30;critical account/other credits existing (not at this bank);car (new);2181;unknown/ no savings account;.. >= 7 years;4;male   : single;none;4;real estate;36;none;own;2;skilled employee / official;1;none;yes;0
884;No checking account;18;critical account/other credits existing (not at this bank);radio/television;1098;... <  51 euro;unemployed;4;female : divorced/separated/married;none;4;(if not optin 1 or 2) car or other, not in attribute;65;none;own;2;unemployed/ unskilled  - non-resident;1;none;yes;0
885;0 <= ... <  102 euro;24;existing credits paid back duly till now;furniture/equipment;4057;... <  51 euro;4  <= ... < 7 years;3;male   : divorced/separated;none;3;(if not optin 1 or 2) car or other, not in attribute;43;none;own;1;skilled employee / official;1;yes, registered under the customers name;yes;1
886;... <  0 euro;12;existing credits paid back duly till now;education;795;... <  51 euro;... < 1 year;4;female : divorced/separated/married;none;4;(if not real estate) building society savings agreement/ life insurance;53;none;own;1;skilled employee / official;1;none;yes;1
887;0 <= ... <  102 euro;24;critical account/other credits existing (not at this bank);business;2825;unknown/ no savings account;4  <= ... < 7 years;4;male   : single;none;3;unknown / no property;34;none;own;2;skilled employee / official;2;yes, registered under the customers name;yes;0
888;0 <= ... <  102 euro;48;existing credits paid back duly till now;business;15672;... <  51 euro;1  <= ... < 4 years;2;male   : single;none;2;(if not optin 1 or 2) car or other, not in attribute;23;none;own;1;skilled employee / official;1;yes, registered under the customers name;yes;1
889;No checking account;36;critical account/other credits existing (not at this bank);car (new);6614;... <  51 euro;.. >= 7 years;4;male   : single;none;4;(if not optin 1 or 2) car or other, not in attribute;34;none;own;2;management/ self-employed/highly qualified employee/ officer;1;yes, registered under the customers name;yes;0
890;No checking account;28;all credits at this bank paid back duly;car (used);7824;unknown/ no savings account;... < 1 year;3;male   : single;guarantor;4;real estate;40;bank;rent;2;skilled employee / official;2;yes, registered under the customers name;yes;0
891;... <  0 euro;27;critical account/other credits existing (not at this bank);business;2442;... <  51 euro;.. >= 7 years;4;male   : single;none;4;(if not optin 1 or 2) car or other, not in attribute;43;stores;own;4;management/ self-employed/highly qualified employee/ officer;2;yes, registered under the customers name;yes;0
892;No checking account;15;critical account/other credits existing (not at this bank);radio/television;1829;... <  51 euro;.. >= 7 years;4;male   : single;none;4;(if not optin 1 or 2) car or other, not in attribute;46;none;own;2;skilled employee / official;1;yes, registered under the customers name;yes;0
893;... <  0 euro;12;critical account/other credits existing (not at this bank);car (new);2171;... <  51 euro;1  <= ... < 4 years;4;male   : single;none;4;(if not real estate) building society savings agreement/ life insurance;38;bank;own;2;unskilled - resident;1;none;no;0
894;0 <= ... <  102 euro;36;critical account/other credits existing (not at this bank);car (used);5800;... <  51 euro;1  <= ... < 4 years;3;male   : single;none;4;(if not optin 1 or 2) car or other, not in attribute;34;none;own;2;skilled employee / official;1;yes, registered under the customers name;yes;0
895;No checking account;18;critical account/other credits existing (not at this bank);radio/television;1169;unknown/ no savings account;1  <= ... < 4 years;4;male   : single;none;3;(if not real estate) building society savings agreement/ life insurance;29;none;own;2;skilled employee / official;1;yes, registered under the customers name;yes;0
896;No checking account;36;delay in paying off in the past;car (used);8947;unknown/ no savings account;4  <= ... < 7 years;3;male   : single;none;2;(if not optin 1 or 2) car or other, not in attribute;31;stores;own;1;management/ self-employed/highly qualified employee/ officer;2;yes, registered under the customers name;yes;0
897;... <  0 euro;21;existing credits paid back duly till now;radio/television;2606;... <  51 euro;... < 1 year;4;female : divorced/separated/married;none;4;(if not real estate) building society savings agreement/ life insurance;28;none;rent;1;management/ self-employed/highly qualified employee/ officer;1;yes, registered under the customers name;yes;0
898;No checking account;12;critical account/other credits existing (not at this bank);furniture/equipment;1592;.. >= 511 euro;4  <= ... < 7 years;3;female : divorced/separated/married;none;2;(if not real estate) building society savings agreement/ life insurance;35;none;own;1;skilled employee / official;1;none;no;0
899;No checking account;15;existing credits paid back duly till now;furniture/equipment;2186;unknown/ no savings account;4  <= ... < 7 years;1;female : divorced/separated/married;none;4;real estate;33;bank;rent;1;unskilled - resident;1;none;yes;0
900;... <  0 euro;18;existing credits paid back duly till now;furniture/equipment;4153;... <  51 euro;1  <= ... < 4 years;2;male   : single;co-applicant;3;(if not optin 1 or 2) car or other, not in attribute;42;none;own;1;skilled employee / official;1;none;yes;1
901;... <  0 euro;16;critical account/other credits existing (not at this bank);car (new);2625;... <  51 euro;.. >= 7 years;2;male   : single;guarantor;4;(if not real estate) building society savings agreement/ life insurance;43;bank;rent;1;skilled employee / official;1;yes, registered under the customers name;yes;1
